tweet_id, tweet_time, tweet_author, tweet_author_id, tweet_language, tweet_geo, tweet_text
797249159824900096,Sat Nov 12 01:26:26 +0000 2016,Mehmetulu_,1160208384,tr,,Yiyin la birbirinizi.. https://t.co/fcgl3vRlV7
797249163998195712,Sat Nov 12 01:26:27 +0000 2016,harleytime1,764898807796621312,en,,@MarkDice Just think of all the glorious Man on the Street Monday videos you can do now! https://t.co/a4MLvFlfCE
797249165029965824,Sat Nov 12 01:26:27 +0000 2016,rachelwrighting,1210809733,en,,"Beautiful sentiment, but I don't think it's good to feel better about this situation. Nobody fights when they feel… https://t.co/RBzKYZ0yvb"
797249168624549888,Sat Nov 12 01:26:28 +0000 2016,reagenite,761965686340087809,en,,Show me a photo of Rebublicans protesting The Obama win. Never did you see Rebublicans destroying property! You are… https://t.co/6M8XaHU2Go
797249170285481984,Sat Nov 12 01:26:29 +0000 2016,ENVYATHERBEST,220441781,en,,3rd night https://t.co/zSownNI3n2
797249171577327616,Sat Nov 12 01:26:29 +0000 2016,DrDelanzo,70443276,und,,#trump #NFL #eagles https://t.co/Q7GaB0xH8L
797249173364084737,Sat Nov 12 01:26:29 +0000 2016,PersonalEscrito,57828037,pt,,"Continua o hard protesto #FuckTrump, pela 3ª noite em #Oakland. #NotMyPresident https://t.co/lnZXVVtqSy"
797249172734820352,Sat Nov 12 01:26:29 +0000 2016,xPhilMcCrackenx,145397833,en,,"But but according to @CNN #Trump supporters committing #HateCrimes isnt a ""Wide spread"" problem :-/ https://t.co/yvpqiRQKRW"
797249175394144256,Sat Nov 12 01:26:30 +0000 2016,shomaristone,264924050,en,,"Calls Grow for Trump to Respond to Hate Incidents, KKK Rally. #Trump #TrumpPence16 @nbcwashington 
https://t.co/hDlaTM0y3w"
797249175507398656,Sat Nov 12 01:26:30 +0000 2016,DrCosmicCharlie,759850368272654336,en,,Rhetorical Question: Why isn't #BHO acting like a leader and calling for/demanding a stop to the violence in street… https://t.co/EdCvhdKfrZ
797249176270729216,Sat Nov 12 01:26:30 +0000 2016,The2ndBruceLee,2173605838,en,,@realDonaldTrump adopt this kid and raise https://t.co/XkUJELDXFB
797249177092767744,Sat Nov 12 01:26:30 +0000 2016,BrianJCrowley,30807460,en,,"You know what people need to remember today? He's promised to commit war crimes, insulted a POW &amp; a Gold Star Family. #notmypresident"
797249177080262658,Sat Nov 12 01:26:30 +0000 2016,zachattackfp,167618887,en,,@ESQPolitics and a draft dodger https://t.co/B8FUL5S2c4 #trump
797249180142075904,Sat Nov 12 01:26:31 +0000 2016,Mexilente,2309122890,en,,"@AC360 #NotMyPresident 

Enough Trump talk. Let @realDonaldTrump govern and let us hate his very guts as republicans did @POTUS"
797249181060452352,Sat Nov 12 01:26:31 +0000 2016,Ballieball,33430795,en,,@DonMcKenzie  I'm just correcting your math. I do recall #tRump complaining about it. Have a nice life
797249181303701504,Sat Nov 12 01:26:31 +0000 2016,TonyTalbo,32276784,en,,"Nice. @MikePenceVP 
#trump @SheriffClarke #draintheswamp #MAGA @oreillyfactor @DonaldJTrumpJr #MAGA3X… https://t.co/LLUKYRCXqg"
797249182906150912,Sat Nov 12 01:26:32 +0000 2016,Eyes_of_justice,721737068322271232,und,,"#USarmy #Army #USElection #USA
#USNavy #USNA #Navy #Navypride
#USAF #Marines #USMC #Military
#MILITARY2016 #MAGA… https://t.co/w5AdLQiXht"
797249183132557312,Sat Nov 12 01:26:32 +0000 2016,miamidadevoteme,2480925798,en,,This is so disrespectful on #VerteransDay! Learn to respect the process and to be civil! #Miami #TrumpProtest #NotMyPresident #AntiTrump
797249185137491968,Sat Nov 12 01:26:32 +0000 2016,RicGarrison,4827749098,en,,What's this #Trump may actually listen and judge from the facts and not be a despot? https://t.co/nD0lq7Fjdn
797249187930841089,Sat Nov 12 01:26:33 +0000 2016,Disciple4Iife,2522491142,en,,"TRUMP: STARTED THE NY RAINBOW COALITION [SEE VIDEO] MADE BARBARA RES 1ST WOMAN BUILD A SKYSCRAPER #NotMyPresident
https://t.co/JLtG8Ms6qY"
797249189151469568,Sat Nov 12 01:26:33 +0000 2016,robotsmakesushi,1154709402,en,,"#Trump will be impeached within 18 mo.

He's  already rattled, Twitter ranting.

First nail: #TrumpU
Won't even last as long as #Palin
#GOP"
797249190413955072,Sat Nov 12 01:26:33 +0000 2016,thump111,122208635,en,,"So, #Trump is bad for the economy? https://t.co/zaFUywRCGb"
797249191579893761,Sat Nov 12 01:26:34 +0000 2016,remember_the_e,814183740,en,,What if it turns out we actually elected Alec Baldwin in his SNL #Trump costume &amp; he's been trolling us this whole time #whatarelief
797249195707166720,Sat Nov 12 01:26:35 +0000 2016,tnvol2,2732894632,en,,Stupid people. https://t.co/qRqYkqxNgh
797249200547196928,Sat Nov 12 01:26:36 +0000 2016,phtime,56134952,en,,"Action speak louder than words 
rhetoric erased, white robe onwards 
#TRUMP"
797249206326919170,Sat Nov 12 01:26:37 +0000 2016,LittleMsFfyFfy,23852685,en,,"#DearMuslims, apparently #Trump still wants #Muslims to register. As a proud Jew, I will happily register with you! #lovetrumpshate"
797249206759129089,Sat Nov 12 01:26:37 +0000 2016,GrantGlynn,572091886,en,,Where are the police to do a safety check? @realDonaldTrump should meet this young boy and his mother. #childabuse… https://t.co/Ga64XbUeKo
797249207606345729,Sat Nov 12 01:26:37 +0000 2016,SydneyUrshan,491490616,und,,https://t.co/nR4kUdiJbP #Petition #ElectoralCollege #Clinton #Trump
797249208818483200,Sat Nov 12 01:26:38 +0000 2016,ATLANTALI,298723290,und,,#NotMyPresident https://t.co/UrTmGCIeux
797249210487808000,Sat Nov 12 01:26:38 +0000 2016,karmartin,37731615,en,,I've been saving this for a while.  Framed and getting hung on my wall tomorrow.  I posit #Brietbart gave us the pa… https://t.co/4OZLoDXH6b
797249212610179072,Sat Nov 12 01:26:39 +0000 2016,charissemarie,15947171,en,,"##Nostradmus predicted #Trump would be president. What are your thoughts?

https://t.co/Be6XeyVNPw"
797249213423845376,Sat Nov 12 01:26:39 +0000 2016,dashingclaire,50498002,en,,The latest The Dashing claire Daily! https://t.co/KdHHtWUOxq Thanks to @MobileOneLLC @LKururugi @MommaStryker #scams #trump
797249214854131712,Sat Nov 12 01:26:39 +0000 2016,bobaloo24u,2937709835,und,,@BernieSanders @keithellison #NotMyPresident.
797249214942244865,Sat Nov 12 01:26:39 +0000 2016,gsusignal,58389888,und,,#trumpprotest https://t.co/K5VPtBiRvj
797249216741445632,Sat Nov 12 01:26:40 +0000 2016,PamelaStar23,869027407,en,,They have 2 sit in Back.. WOW Started the division early didn't he! https://t.co/Gsiocbj2Uj
797249217366523904,Sat Nov 12 01:26:40 +0000 2016,Endoraknows,747987754752020480,und,,#RTTheProtests https://t.co/F28uHngxbJ
797249222525341697,Sat Nov 12 01:26:41 +0000 2016,StephAnnHart,53181989,en,,I knew it!  I am SO Happy!  Fill them up! https://t.co/cDkZWIWuI7
797249225641852932,Sat Nov 12 01:26:42 +0000 2016,coasterfreek,15965660,en,,@LOLMets Justin Trudeau is #NotMyPresident.  Can legally say that!
797249226203860993,Sat Nov 12 01:26:42 +0000 2016,FedeRobustelli_,278751851,es,,La humanidad contraataca a @realDonaldTrump. ¡Únete a la carta abierta que está dando la vuelta al mundo! #Trump https://t.co/QySQQzCzvm
797249226405093376,Sat Nov 12 01:26:42 +0000 2016,AddisonDeNitwit,1963612351,en,,"Most of these kids protesting mainly to get cool pix &amp; vids for their Snapchat &amp; Instagram, maaan! #NotMyPresident #TrumpRiot #TrumpProtest"
797249223808860160,Sat Nov 12 01:26:41 +0000 2016,TanishaAlicea,4464807568,en,,So proud of my people yes wish I can be there they close the night down yes #notmypresident notmypresident#cnn#dona… https://t.co/zZTKC3kkZ1
797249228884078592,Sat Nov 12 01:26:42 +0000 2016,DCIMdatacenter,21772417,en,,Trump: No Salary for Me as President #maga #trump https://t.co/vCUHFsPPyO by #SaundraONeal9 via @c0nvey
797249229534019585,Sat Nov 12 01:26:43 +0000 2016,ComradeAdam1,790328242334867465,en,,"#Trumpprotest So let me get this straight... Hillary steals the primary through fraud, you do nothing. Trump wins fair and square, you riot?"
797249230637330436,Sat Nov 12 01:26:43 +0000 2016,europlias,2885775093,en,,What ever about your opinion on Donald Trump can people please leave Melanie alone #notmypresident #donaldtrump
797249237427900416,Sat Nov 12 01:26:45 +0000 2016,camilasweetz,16145570,en,,"@Bunnibear @mightymitchell1 @JayStylus @ccacy @brunelldonald 

He knows why you're mad. 

https://t.co/qAcqaYnlOY"
797249237796945922,Sat Nov 12 01:26:45 +0000 2016,AnonymousWiki,326489988,en,,"Accounts like @YourAnonNews are dangerous when they fall for the bullshit the media spews about #Trump, &amp; goes to influences their followers"
797249239835353089,Sat Nov 12 01:26:45 +0000 2016,CJArchibald,28147309,en,,"@rw_bennett  A prey, once savaged, always recognizes a predator. #notmypresident"
797249240632279040,Sat Nov 12 01:26:45 +0000 2016,LisaPatrell,621394236,und,,@DavidCornDC @Sullyanne1 #NotMyPresident
797249240829460480,Sat Nov 12 01:26:45 +0000 2016,radio79mx,2191703192,es,,¡#Demiedo! #LosSimpsons predicen #victoria de #DonaldTrump https://t.co/m8tz5dbXog /3c/
797249241647378432,Sat Nov 12 01:26:46 +0000 2016,jhezusb,50189533,en,,The latest LoftJ6! https://t.co/CdOvYbnSiK Thanks to @GetEmoji @btinrojas @JAYY0K0 #trump #beyoncé
797249241433440257,Sat Nov 12 01:26:45 +0000 2016,tjobrien92,464191487,en,,His Twitter was taken away again. #Trump https://t.co/Ry5YisO1YV
797249245162115072,Sat Nov 12 01:26:46 +0000 2016,GeorgeB57056155,1325767561,en,,I liked a @YouTube video https://t.co/uaSLFLgsDO #DonaldTrump: Our Fears Are Not The Same
797249245199802368,Sat Nov 12 01:26:46 +0000 2016,Jimryan015,334365418,en,,Rhodes: This is a people's movement. ... We have a lot of people who are coming out to #NotMyPresident protests who don't do that normally.
797249245417979904,Sat Nov 12 01:26:46 +0000 2016,IamAseemi,469429938,en,,#TysonFury 🤔 confused he has changed his name then his endorsing #Trump and #UKIP mental illness is REAL ... get well soon
797249245455777793,Sat Nov 12 01:26:46 +0000 2016,Parker_Votes,3404927277,und,,#snowflakes #paidfakeprotestors #TrumpProtest #TrumpRiots #TRUMPWON https://t.co/FFGVOrNWdS
797249246374334464,Sat Nov 12 01:26:47 +0000 2016,duniani_asha,764612885553225728,en,,This is not a joke https://t.co/0iFQCTIzfO
797249250203549696,Sat Nov 12 01:26:48 +0000 2016,kmcshotoftheday,441168679,en,,"Trump Beats Hillary for POTUS, Meets Obama &amp; Protest/Cry-In News #Trump #Protest #PresidentTrump #Hillary #Sexism  https://t.co/Jy0F86DOMT"
797249252078522368,Sat Nov 12 01:26:48 +0000 2016,upperbucksgirl,30575767,en,,"Sweet ❤  hypocrisy.....
#Trump 
@realDonaldTrump https://t.co/sbuh6UtvJn"
797249254192513024,Sat Nov 12 01:26:49 +0000 2016,YahyaValero,2249151334,en,,"As a kid, I just wanted to be as cool, charming and well spoken as @BarackObama. Now all I wanna do is ""grab em by the p*ssy'' #joke #Trump"
797249257195663361,Sat Nov 12 01:26:49 +0000 2016,laynier,25872911,en,,I will give Trump the same respect &amp; chance to succeed as the @GOP gave President Obama from day one. NONE… https://t.co/MUyFNLRsMY
797249258848022528,Sat Nov 12 01:26:50 +0000 2016,Baddaci,351097468,en,,Oh hell No @Grubhub  and @newbalance ... WILL NEVER use or buy your products/services again. Not if you support a HATE MONGER.... #TRUMP
797249258244034560,Sat Nov 12 01:26:49 +0000 2016,tmgratkowski,2926533181,en,,seems appropriate to re-tweet #uncivillies #notmypresident #uncivilised #dumptrump https://t.co/0cVCjrVhiV
797249257900298240,Sat Nov 12 01:26:49 +0000 2016,AngieBenrahou,356027758,und,,#trump #2016election #firstamendment https://t.co/vc94KVa8wP
797249265395466240,Sat Nov 12 01:26:51 +0000 2016,the_memebot,737394371809533952,en,,trump #TheMemebot #trump #Funny #Meme https://t.co/o9dJY5G4sz https://t.co/BCOD2UBkEU
797249266829901824,Sat Nov 12 01:26:52 +0000 2016,eliacgamboa,3123007206,en,,Very proud and excited for our new President to be sworn in!!!! https://t.co/H4PkU8HUH9
797249268180516864,Sat Nov 12 01:26:52 +0000 2016,unseenskyline,107509029,en,,They are just showing their true hateful colors...they are using hate to stand against hate...unbelievable https://t.co/20Z6eIhnAJ
797249272190304256,Sat Nov 12 01:26:53 +0000 2016,renrocks13,3299020488,es,,México no necesita otro muro... tenemos a Talavera 🇲🇽😎⚽️#AquiEstaElTri #MEXvUSA #Trump
797249273574223872,Sat Nov 12 01:26:53 +0000 2016,aljara13,2831839436,es,,Goooool come esto @RealTrump2016 #notmypresident
797249275398918144,Sat Nov 12 01:26:54 +0000 2016,DrDiva82,68291288,en,,@maddow @allinwithchris @MSNBC Y R U NOT reprting t/sharp uptick in racist/bias crimes since t/election! This is nt… https://t.co/1UeCiYKD5Z
797249277433094144,Sat Nov 12 01:26:54 +0000 2016,Cyberrat1776,97254875,en,,"Assassination threats against #Trump flood Twitter: https://t.co/xRhzWGp3DT via @nypost | Liberal ""tolerance"" at its most dangerous! #scary"
797249277856616448,Sat Nov 12 01:26:54 +0000 2016,Donpoole10,4241601672,en,,"Help balance the influx:
Be an illegal in Mexico. See how long before you're deported! 
Not back here either! https://t.co/ZDt46e1vNy"
797249278519472128,Sat Nov 12 01:26:54 +0000 2016,didierdelmer,7344572,en,,Bloody #shame these #TrumpProtest | Go home and #RespectTheResult - You wont change anything in any case 🙄 https://t.co/k96OPQJeil
797249280851312640,Sat Nov 12 01:26:55 +0000 2016,AzDeplorable,737429665585856512,en,,It's OK to be against #Trump or #Hillary. You are entitled to your opinion. But don't burn down people's properties… https://t.co/rRTtJ6dM91
797249286580752384,Sat Nov 12 01:26:56 +0000 2016,LatrodectusV,2535832608,en,,"@march01april @CNN The Electoral College elected an orange racist shitbag.
#notmypresident"
797249287407206400,Sat Nov 12 01:26:56 +0000 2016,armandodialba,559770165,es,,"Así como nosotros con el NO, los gringos pueden decir hasta misa. Ya #Trump es su presidente, perdieron y nosotros, también."
797249286937464832,Sat Nov 12 01:26:56 +0000 2016,12moore92,240510177,und,,😂😂 #homealone #trump #macaulayculkin https://t.co/R1eDHpLPHn
797249289978159104,Sat Nov 12 01:26:57 +0000 2016,SuckMyLEFTJuan,20221833,en,,"https://t.co/f1YuIKg2Oz
Calgary man shows medical record as proof of election night assault #ChrisBall #Trump #Gay #MAGA #Drumpf"
797249290250895360,Sat Nov 12 01:26:57 +0000 2016,AUstanfsc23,34130177,en,,"The good thing about you #GreggPopovich is no one has ever liked you anyway, get over it!! #TrumpWon!! #TrumpPence16 #MAGA #FB"
797249292704632833,Sat Nov 12 01:26:58 +0000 2016,LadyElizabeth61,25217504,en,,"Mugshots, IDs released of 25 punks arrested in Portland anti-Trump protests https://t.co/2FO5cwfEEl #DonaldTrump #MAGA"
797249294579408901,Sat Nov 12 01:26:58 +0000 2016,j_pihlajamaki,704089022486999041,fi,,Tasavallan presidentillä mielipiteet ainakin tällä hetkellä kipunoivat. Ja sitten aika tasavahvasti Ylen poliittine… https://t.co/UsU1T4djPi
797249295154081792,Sat Nov 12 01:26:58 +0000 2016,LadyElizabeth61,25217504,en,,"Mugshots, IDs released of 25 punks arrested in Portland anti-Trump protests https://t.co/zrDxxO56sC #DonaldTrump #MAGA"
797249298199183361,Sat Nov 12 01:26:59 +0000 2016,JanzFred1,706327920986464256,en,,Snowflakes and Cupcakes need to broaden their horizons and take in other points of view.  #MediaBias #MSMedia… https://t.co/nY3rqL9Xzm
797249300778598400,Sat Nov 12 01:27:00 +0000 2016,letilee23,797228392684916736,en,,#NotMyPresident must be stopped https://t.co/0lDCZPclfn
797249303509106688,Sat Nov 12 01:27:00 +0000 2016,TTMobile_sg,2645406012,in,,"TT SINGAPORE 09:27
1.#teacherbookclub
2.#goddessDARAday
3.#DonaldTrump
4.#ONEFightNight
5.#LeonardCohen
6.England
7.Baekhyun
8.Malaysia"
797249304993943552,Sat Nov 12 01:27:01 +0000 2016,CTR_SAIS,107138104,en,,"For #europe #DonaldTrump Election Is a Terrifying Disaster, @clemenswergin @nytimes
https://t.co/Ds1j4Ph2EA #CTRmustread"
797249307149733888,Sat Nov 12 01:27:01 +0000 2016,jedomm,37112680,es,,Equipo de #Trump comienza a planificar muro con #México https://t.co/VF0B3tfVmF vía @latercera El comienzo del fin...
797249308785541120,Sat Nov 12 01:27:02 +0000 2016,fred_elkins,21003769,en,,The latest The Fred Elkins Daily! https://t.co/DQ14fqlEl7 #trump
797249310417031168,Sat Nov 12 01:27:02 +0000 2016,HumanCapDevInc,411560474,en,,The US could have used #TRUMP and his wall on that shot. #USMNT #USAvMEX
797249310375165953,Sat Nov 12 01:27:02 +0000 2016,SherriLison,336542187,en,,"You're kidding, right?  @POTUS started the war on cops &amp; her perpetuates it by his inaction about these riots.  He… https://t.co/l7IDGf9PG9"
797249311507525633,Sat Nov 12 01:27:02 +0000 2016,VietNamNetVN,3273944186,vi,,"Hành động của Tổng thống đắc củ Donald Trump quả là cao tay!
#donaldtrump #vietnamnet https://t.co/vfJkplgxJO"
797249313466359808,Sat Nov 12 01:27:03 +0000 2016,Toekomst4,2489664751,nl,,@HLN_BE Urgent voor #Europa om zo snel mogelijk van #Juncker af te komen met dergelijke uitspraken.#Trump in #VS ac… https://t.co/9QfTV9QZ6u
797249316717023232,Sat Nov 12 01:27:03 +0000 2016,coff33loveit,934785902,en,,Hey #MAGA lets as @realDonaldTrump to make this happen!!! #trump #Transition2017 #GreatAgain https://t.co/GnB7Lr9G8H
797249316658311168,Sat Nov 12 01:27:03 +0000 2016,profpow,900159728,en,,This idea that people who opposed #Trump now have to accept him for the good of the country gets it backwards. HE is supposed to accept us.
797249320378597376,Sat Nov 12 01:27:04 +0000 2016,FotG_tweets,375025760,en,,@nytimes @nytopinion To all #Americans you do not have to accept Trump's #election. #Protest &amp; #Occupy! We can stop #Trump's #inauguration!
797249321183932416,Sat Nov 12 01:27:05 +0000 2016,Millennials4Her,4353841283,en,,Trump does not plan on following through on his new Obamacare talk. He is trying to kill the protests. Don't believe him! #NotMyPresident
797249322454839296,Sat Nov 12 01:27:05 +0000 2016,TimQPublic,164566827,und,,#safetypinusa #safetypins #safetypinsolidarity #Trump https://t.co/vU72z8ckpf
797249324816089088,Sat Nov 12 01:27:05 +0000 2016,micfuckabee,3300266760,en,,Fuck at least Escobar actually built homes for the poor instead of evicting them #notmypresident https://t.co/IctPnBnIQF
797249327689179137,Sat Nov 12 01:27:06 +0000 2016,TrumpMotive101,796788206779908098,en,,Who today https://t.co/Ed0PRne4UJ #trumpmotivation101 #trump2016 #trump🇺🇸 https://t.co/fCGhOBySnj
797249329178275840,Sat Nov 12 01:27:06 +0000 2016,Eyes_of_justice,721737068322271232,und,,"@JudicialWatch @BreakingNews @KazmierskiR @SpecialKMB1969 @LindaSuhler
@TPoliticmanager @DrMartyFox @realDrOlmo… https://t.co/zTRONvwvO0"
797249331405406208,Sat Nov 12 01:27:07 +0000 2016,kathyb1913,731550244819865602,en,,@andersoncooper @AC360  let it go. Really?  They were plotting to not work with her. Block her. Impeach her. HYPOCRITES #notmypresident
797249330910367744,Sat Nov 12 01:27:07 +0000 2016,bitcoinbeach,751642666153054208,en,,"Report: President Trump Considers Bitcoin Skeptic Jamie Dimon for Treasury Job
https://t.co/qR65jTbMpF
#Trump… https://t.co/2i05XH1So6"
797249329069232128,Sat Nov 12 01:27:06 +0000 2016,AniUcar,300077299,und,,👇#notmypresident @Fusion https://t.co/SwtSlTiAUo
797249333603209216,Sat Nov 12 01:27:07 +0000 2016,drmitchell85,525781893,en,,"@realDonaldTrump has named his children as part of his transition team - the ones running his company #trump

https://t.co/ZdVxC1JJau"
797249336908230656,Sat Nov 12 01:27:08 +0000 2016,phtime,56134952,en,,"Dimly seen bigot under star spangled Banner
Liberty befallen! Hitler resurrected radical Manner
#Trump"
797249338246369280,Sat Nov 12 01:27:09 +0000 2016,Billradman,32683581,en,,#Trump could go a long way at healing wounds by nominating women &amp; minorities to his cabinet and all possible #SupremeCourt vacancies.
797249340255281153,Sat Nov 12 01:27:09 +0000 2016,Yaya_Other,22728028,und,,#ImpeachTrump #NotMyPresident
797249342683942912,Sat Nov 12 01:27:10 +0000 2016,Abebab,229005889,en,,Humanity strikes back at @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump https://t.co/Bm5tIydpEB
797249341341794304,Sat Nov 12 01:27:09 +0000 2016,MDSebach,879134833,en,,"Leftists spend months calling #Trump a racist, misogynist, homophobic, sexual predator, then act shocked that some… https://t.co/GTrMStreyC"
797249343032008704,Sat Nov 12 01:27:10 +0000 2016,carlyinNJ,56722736,en,,"@realDonaldTrump You unleashed AltRight on #US, &amp; legitimized monstrous behavior.Mr. #Trump, you must denounce them! https://t.co/hMtcjFd3F9"
797249345242492928,Sat Nov 12 01:27:10 +0000 2016,Greytdog,17141349,en,,above all else we know this about @realDonaldTrump he's a weak man. a sad pathetic person. Not a leader. A puppet. #NotMyPresident
797249346660077570,Sat Nov 12 01:27:11 +0000 2016,LilSparks313,3011083857,en,,".@JudgeJeanine to people protesting #DonaldTrump: ""Get a life, get a job, get over... https://t.co/oBdSA7s9TB by #Khamruz via @c0nvey"
797249348870533120,Sat Nov 12 01:27:11 +0000 2016,KayBear54,2444716760,en,,"Never standing behind Trump &amp; his Goons, slutty wife or spoiled offspring! #TrumpProtest #UnitedNoLonger… https://t.co/fw8RuVh2KR"
797249352335052800,Sat Nov 12 01:27:12 +0000 2016,laughacademy,198388266,en,,Humanity stands up to @realDonaldTrump. Join the #WorldToTrump open letter that’s sweeping the planet! #Trump https://t.co/ab6QGK21F2
797249353215660032,Sat Nov 12 01:27:12 +0000 2016,sick_of_fem,735420667449860096,en,,"Peaceful my Ass! These pricks should be locked up, see how quick they are to do it again.... https://t.co/Qy70UkOob8"
797249354826399744,Sat Nov 12 01:27:13 +0000 2016,mini_mad_,459630111,en,,Are we a monarchy now? #WTFJUSTHAPPENED #ItsABlindTrustAlright #NotMyPresident #Organize #Protest #WeNeedToStopThisNOW #GodBlessAmerica
797249355816333312,Sat Nov 12 01:27:13 +0000 2016,JacquiG35,3202138036,en,,I liked a @YouTube video https://t.co/utMBXyvn3b #DonaldTrump: Our Fears Are Not The Same
797249359414984704,Sat Nov 12 01:27:14 +0000 2016,klmstlouis,61350866,und,,@BretBaier @seanhannity @MayorRGiuliani https://t.co/4qwWZlTzod
797249363936444416,Sat Nov 12 01:27:15 +0000 2016,jiggyjello,758402677642448896,und,,@CNN @MSNBC https://t.co/DIgsf6hHqx
